programme_name,normalized_programme_name,award_level,field_category,institution_name,institution_registration_number,regulator,minimum_entry_requirements,required_subjects,suitable_for_form_four_leaver,duration,fees_if_available,study_mode,campus_location,accreditation_status_if_available,application_link,official_source_url,source_type,confidence_level,last_verified_date,notes
Diploma in Mass Communication,diploma mass communication,unknown,health,ST. JOSEPH UNIVERSITY COLLEGE OF HEALTH SCIENCES,REG/UHAS/007,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least Four (4) Passes in Non-religious subjects. (Duration: 2 year(s); Capacity: 12; Fees: Local Fee: TSH. 600,000/=)",,yes,2,"Local Fee: TSH. 600,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 12
Diploma in Medical Laboratory,diploma medical laboratory,unknown,health,ST. JOSEPH UNIVERSITY COLLEGE OF HEALTH SCIENCES,REG/UHAS/007,NACTVET,"Holders of Technician Certificate (NTA Level 5) in Medical Laboratory Sciences (Duration: 3 year(s); Capacity: 120; Fees: Local Fee: TSH. 1,200,000/=)",,unknown,3,"Local Fee: TSH. 1,200,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 120
Diploma in Mineral Exploration and Mining Geology,diploma mineral exploration mining geology,unknown,health,ST. JOSEPH UNIVERSITY COLLEGE OF HEALTH SCIENCES,REG/UHAS/007,NACTVET,"Holders of Advanced Certificate of Secondary Education Examination (CSEE) with one principal pass and one subsidiary pass in the following subjects Advanced Mathematics, Physics or Chemistry (Duration: 2 year(s); Capacity: 100; Fees: Local Fee: TSH. 900,000/=)",Advanced Mathematics; Chemistry; Physics,yes,2,"Local Fee: TSH. 900,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Diploma in Nursing and Midwifery,diploma nursing midwifery,unknown,health,ST. JOSEPH UNIVERSITY COLLEGE OF HEALTH SCIENCES,REG/UHAS/007,NACTVET,"Holders of Technician Certificate (NTA Level 5) in Nursing and Midwifery (Duration: 1 year(s); Capacity: 150; Fees: Local Fee: TSH. 1,200,000/=)",,unknown,1,"Local Fee: TSH. 1,200,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 150
Diploma in Office Administration and Human Resource Management,diploma office administration human resource management,unknown,health,ST. JOSEPH UNIVERSITY COLLEGE OF HEALTH SCIENCES,REG/UHAS/007,NACTVET,"Holders of Certificate in Office Administration, Human Resource Management, Local Government Administration, Records Management Secretarial Studies, Community Development, Business Administration. two (2) passes in Certificate of Secondary Education Examinations (CSEE) Holders of Basic Technician Certificate (NTA Level 4) in Accountancy OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal Pass and Subsidiary in Principal subjects (Duration: 2 year(s); Capacity: 200; Fees: Local Fee: TSH. 790,000/=)",Accountancy,yes,2,"Local Fee: TSH. 790,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 200
Diploma in Pharmacy,diploma pharmacy,unknown,health,ST. JOSEPH UNIVERSITY COLLEGE OF HEALTH SCIENCES,REG/UHAS/007,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at four (4) passes including credit Passes in Science Subjects Physics or Basic Mathematics, Chemistry and Biology. (Duration: 3 year(s); Capacity: 120; Fees: Local Fee: TSH. 1,200,000/=)",Basic Mathematics; Biology; Chemistry; Physics,yes,3,"Local Fee: TSH. 1,200,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 120
Diploma in Physical Education and Sports Sciences,diploma physical education sports sciences,unknown,health,ST. JOSEPH UNIVERSITY COLLEGE OF HEALTH SCIENCES,REG/UHAS/007,NACTVET,"Holders of a Certificate in Physical Education (PE) or Sports OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one subsidiary pass in Principal subjects. (Duration: 2 year(s); Capacity: 70; Fees: Local Fee: TSH. 1,000,000/=)",,yes,2,"Local Fee: TSH. 1,000,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 70
Diploma in Physical Education and Sports Sciences,diploma physical education sports sciences,unknown,health,ST. JOSEPH UNIVERSITY COLLEGE OF HEALTH SCIENCES,REG/UHAS/007,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four passes (4) in non religious subjects (Duration: 3 year(s); Capacity: 50; Fees: Local Fee: TSH. 1,000,000/=)",,yes,3,"Local Fee: TSH. 1,000,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 50
Diploma in Procurement and Logistics Management,diploma procurement logistics management,unknown,health,ST. JOSEPH UNIVERSITY COLLEGE OF HEALTH SCIENCES,REG/UHAS/007,NACTVET,"Holders of Basic Technician Certificate (NTA Level 4) in Procurement and Logistic Management, Business Administration, Logistics, Clearing and Forwarding OR Holders of Advanced Certificate of Secondary Education Examination (ACSEE) with One Principal Pass and one Subsidiary in principal subjects. (Duration: 2 year(s); Capacity: 10; Fees: Local Fee: TSH. 600,000/=)",,yes,2,"Local Fee: TSH. 600,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 10
Diploma in Procurement and Material Management,diploma procurement material management,unknown,health,ST. JOSEPH UNIVERSITY COLLEGE OF HEALTH SCIENCES,REG/UHAS/007,NACTVET,"Holders Certificate in Procurement and Supply, Logistics managements OR Advanced Certificate of Secondary Education Examination(ACSEE) with at least one Principal Pass and one Subsidiary in Principal Subjects (Duration: 2 year(s); Capacity: 200; Fees: Local Fee: TSH. 700,000/=)",,yes,2,"Local Fee: TSH. 700,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 200
Diploma in Procurement and Supply Management,diploma procurement supply management,unknown,health,ST. JOSEPH UNIVERSITY COLLEGE OF HEALTH SCIENCES,REG/UHAS/007,NACTVET,"Holders Certificate in Accountancy, Banking and Finance, Marketing Clearing and Forwarding ,Projects Planning ,Procurement and Supply Taxation and Economics OR Advanced Certificate of Secondary Examination one Principal pass and one Subsidiary in principal subjects (Duration: 2 year(s); Capacity: 50; Fees: Local Fee: TSH. 900,000/=)",Accountancy; Economics,unknown,2,"Local Fee: TSH. 900,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 50
Diploma in Project Planning and Management (dppm),diploma project planning management dppm,unknown,health,ST. JOSEPH UNIVERSITY COLLEGE OF HEALTH SCIENCES,REG/UHAS/007,NACTVET,"Holders of Basic Technician Certificate (NTA Level 4) in Project Planning and Management, Procurement and Logistic Management Business Administration, Logistics, Clearing and Forwarding, Public Administration, Local Government Administration OR Advanced Certificate of Secondary Education Examination (ACSEE) with One Principal Pass and one Subsidiary pass in principal subjects (Duration: 2 year(s); Capacity: 100; Fees: Local Fee: TSH. 600,000/=)",,yes,2,"Local Fee: TSH. 600,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Diploma in Public Administration and Management,diploma public administration management,unknown,health,ST. JOSEPH UNIVERSITY COLLEGE OF HEALTH SCIENCES,REG/UHAS/007,NACTVET,"Holders of Basic Technician Certificate (NTA Level 4 ) in Public Administration and Management, Human Resource Management, Local Government Administration OR Advanced Certificate of Secondary Education Examination with one Principal Pass and two Subsidiary in principal Subjects. (Duration: 2 year(s); Capacity: 100; Fees: Local Fee: TSH. 600,000/=)",,yes,2,"Local Fee: TSH. 600,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Diploma in Science with Education,diploma science with education,unknown,health,ST. JOSEPH UNIVERSITY COLLEGE OF HEALTH SCIENCES,REG/UHAS/007,NACTVET,"Holders of Certificate of Secondary Education Examination with Division three with at least two passes in science subjects (Physics Chemistry and Biology) (Duration: 2 year(s); Capacity: 50; Fees: Local Fee: TSH. 1,255,400/=)",Biology; Chemistry; Physics,yes,2,"Local Fee: TSH. 1,255,400/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 50
Diploma in Social Work,diploma social work,unknown,health,ST. JOSEPH UNIVERSITY COLLEGE OF HEALTH SCIENCES,REG/UHAS/007,NACTVET,"Holders of Certificate in Social Work, Social Welfare, Teaching, Youth Work, Rural Development, Nursing, Community Development OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Principal subjects (Duration: 2 year(s); Capacity: 70; Fees: Local Fee: TSH. 900,000/=)",,yes,2,"Local Fee: TSH. 900,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 70
Diploma in Social Work,diploma social work,unknown,health,ST. JOSEPH UNIVERSITY COLLEGE OF HEALTH SCIENCES,REG/UHAS/007,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects (Duration: 3 year(s); Capacity: 50; Fees: Local Fee: TSH. 900,000/=)",,yes,3,"Local Fee: TSH. 900,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 50
Diploma in Statistics,diploma statistics,unknown,health,ST. JOSEPH UNIVERSITY COLLEGE OF HEALTH SCIENCES,REG/UHAS/007,NACTVET,"Holders of Basic Technician Certificate (NTA Level 4) in Statistics or Economics (Duration: 2 year(s); Capacity: 10; Fees: Local Fee: TSH. 900,000/=)",Economics,unknown,2,"Local Fee: TSH. 900,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 10
Diploma in Theology,diploma theology,unknown,health,ST. JOSEPH UNIVERSITY COLLEGE OF HEALTH SCIENCES,REG/UHAS/007,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with At Least four (4) Passes including Religious Subjects. ZANZIBAR UNIVERSITY (ZU) - Private Kusini Distric - Zanzibar Central/South (Duration: 3 year(s); Capacity: 50; Fees: Local Fee: TSH. 500,000/=)",,yes,3,"Local Fee: TSH. 500,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 50
Ordinary Diploma in Procurement and Supply,ordinary diploma procurement supply,ordinary diploma,business,"ST. JOSEPH'S COLLEGE, THE INSTITUTE OF BUSINESS AND MANAGEMENT - KIBAHA CAMPUS",REG/BTP/169P,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) (Duration: 3 year(s); Capacity: 50; Fees: Local Fee: TSH. 1,000,000/=)",,yes,3,"Local Fee: TSH. 1,000,000/=",unknown,"with at least four (4) passes in non-religious subjects OR National Vocational Award (NVA) Level III with Certificate of Secondary Education Examination (CSEE) Holders of Basic Technician Certificate (NTA Level 4) in Procurement 2 50 and Supply, Logistics, Clearing and Forwarding OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Principal subjects",,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 50
Ordinary Diploma in Accountancy,ordinary diploma accountancy,ordinary diploma,business,"ST. JOSEPH'S COLLEGE, THE INSTITUTE OF BUSINESS AND MANAGEMENT - MOROGORO",REG/BMG/046,NACTVET,"Holders of Certificate of Secondary Education Examination with at least four (4) passes in non-religious subjects including Basic Mathematics OR National Vocational Award (NVA) Level III with Certificate of Secondary Education Examination (CSEE) (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 1,000,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Accountancy OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Principal subjects (Duration: 2 year(s); Capacity: 50)",Basic Mathematics; Accountancy,yes,3; 2,"Local Fee: TSH. 1,000,000/=",unknown,Morogoro Municipal Council - Morogoro,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100; 50
Ordinary Diploma in Business Administration,ordinary diploma business administration,ordinary diploma,business,"ST. JOSEPH'S COLLEGE, THE INSTITUTE OF BUSINESS AND MANAGEMENT - MOROGORO",REG/BMG/046,NACTVET,"Holders of Certificate of Secondary Education Examination with at least four (4) passes in non-religious subjects OR National Vocational Award (NVA) Level III with Certificate of Secondary Education Examination (CSEE) (Duration: 3 year(s); Capacity: 150; Fees: Local Fee: TSH. 1,000,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Business Administration OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Principal subjects (Duration: 2 year(s); Capacity: 150)",,yes,3; 2,"Local Fee: TSH. 1,000,000/=",unknown,Morogoro Municipal Council - Morogoro,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 150
Ordinary Diploma in Community Development,ordinary diploma community development,ordinary diploma,business,"ST. JOSEPH'S COLLEGE, THE INSTITUTE OF BUSINESS AND MANAGEMENT - MOROGORO",REG/BMG/046,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects OR National Vocational Award (NVA) Level III with at least two passes in Certificate of Secondary Education Examination (CSEE) (Duration: 3 year(s); Capacity: 200; Fees: Local Fee: TSH. 1,000,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Community Development and Social Work OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Principal subjects (Duration: 2 year(s); Capacity: 200)",,yes,3; 2,"Local Fee: TSH. 1,000,000/=",unknown,Morogoro Municipal Council - Morogoro,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 200
Ordinary Diploma in Computing and Information Communication Technology,ordinary diploma computing information communication technology,ordinary diploma,business,"ST. JOSEPH'S COLLEGE, THE INSTITUTE OF BUSINESS AND MANAGEMENT - MOROGORO",REG/BMG/046,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least Four (4) passes in non-religious subjects including Basic Mathematics and English Language; OR National Vocational Award (NVA) Level III or Trade Test Grade II in ICT related fields with Certificate of Secondary Education Examination (CSEE). (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 1,000,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in ICT related field OR Advanced Certificate of Secondary Examination (ACSEE) with one Principal Pass and one Subsidiary (Duration: 2 year(s); Capacity: 200)",Basic Mathematics; English Language,yes,3; 2,"Local Fee: TSH. 1,000,000/=",unknown,Morogoro Municipal Council - Morogoro,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100; 200
Ordinary Diploma in Human Resources Management,ordinary diploma human resources management,ordinary diploma,business,"ST. JOSEPH'S COLLEGE, THE INSTITUTE OF BUSINESS AND MANAGEMENT - MOROGORO",REG/BMG/046,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects OR National Vocational Award (NVA) Level III with Certificate of Secondary Education Examination (CSEE). (Duration: 3 year(s); Capacity: 300; Fees: Local Fee: TSH. 1,000,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Human Resource Management OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Principal subjects (Duration: 2 year(s); Capacity: 300)",,yes,3; 2,"Local Fee: TSH. 1,000,000/=",unknown,Morogoro Municipal Council - Morogoro,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 300
Ordinary Diploma in Nursing and Midwifery,ordinary diploma nursing midwifery,ordinary diploma,health,"ST. JOSEPH'S COLLEGE, THE INSTITUTE OF BUSINESS AND MANAGEMENT - MOROGORO",REG/BMG/046,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects including Chemistry, Biology and Physics/Engineering Sciences. A pass in Basic Mathematics and English Language is an added advantage. (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 1,500,000/=) || ST. MAGDALENE HEALTH TRAINING INSTITUTE (REG/HAS/107N) Missenyi District Council - Kagera (Duration: - FBO year(s))",Basic Mathematics; Biology; Chemistry; Physics; Engineering Sciences; English Language,yes,3; - FBO,"Local Fee: TSH. 1,500,000/=",unknown,Morogoro Municipal Council - Morogoro,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Ordinary Diploma in Nursing and Midwifery,ordinary diploma nursing midwifery,ordinary diploma,health,"ST. JOSEPH'S COLLEGE, THE INSTITUTE OF BUSINESS AND MANAGEMENT - MOROGORO",REG/BMG/046,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects including Chemistry, Biology and Physics/Engineering Sciences. A pass in Basic Mathematics and English Language is an added advantage. (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 2,800,000/=)",Basic Mathematics; Biology; Chemistry; Physics; Engineering Sciences; English Language,yes,3,"Local Fee: TSH. 2,800,000/=",unknown,Morogoro Municipal Council - Morogoro,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Ordinary Diploma in Pharmaceutical Sciences,ordinary diploma pharmaceutical sciences,ordinary diploma,health,"ST. JOSEPH'S COLLEGE, THE INSTITUTE OF BUSINESS AND MANAGEMENT - MOROGORO",REG/BMG/046,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with At Least four (4) Passes in non-religious Subjects including Chemistry and Biology. A Pass in Basic Mathematics and English Language Is An Added Advantage. (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 2,800,000/=)",Basic Mathematics; Biology; Chemistry; English Language,yes,3,"Local Fee: TSH. 2,800,000/=",unknown,Morogoro Municipal Council - Morogoro,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Ordinary Diploma in Procurement and Supply,ordinary diploma procurement supply,ordinary diploma,business,"ST. JOSEPH'S COLLEGE, THE INSTITUTE OF BUSINESS AND MANAGEMENT - MOROGORO",REG/BMG/046,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects OR National Vocational Award (NVA) Level III with Certificate of Secondary Education Examination (CSEE). (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 1,000,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Procurement and Supply OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Principal subjects (Duration: 2 year(s); Capacity: 200)",,yes,3; 2,"Local Fee: TSH. 1,000,000/=",unknown,Morogoro Municipal Council - Morogoro,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100; 200
"Ordinary Diploma in Records, Archives and Information and Management",ordinary diploma records archives information management,ordinary diploma,business,"ST. JOSEPH'S COLLEGE, THE INSTITUTE OF BUSINESS AND MANAGEMENT - MOROGORO",REG/BMG/046,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes OR National Vocational Award (NVA) Level III with two passes Certificate of Secondary Education Examination (CSEE) (Duration: 3 year(s); Capacity: 150; Fees: Local Fee: TSH. 1,000,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Records Archives, and Information Management OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Principal subjects (Duration: 2 year(s); Capacity: 100)",,yes,3; 2,"Local Fee: TSH. 1,000,000/=",unknown,Morogoro Municipal Council - Morogoro,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 150; 100
Ordinary Diploma in Secretarial Management,ordinary diploma secretarial management,ordinary diploma,business,"ST. JOSEPH'S COLLEGE, THE INSTITUTE OF BUSINESS AND MANAGEMENT - MOROGORO",REG/BMG/046,NACTVET,"Holders of Technician Certificate (NTA Level 5) in Secretarial Management (Duration: 1 year(s); Capacity: 50; Fees: Local Fee: TSH. 800,000/=) || ST. KIZITO MIKUMI INSTITUTE OF HEALTH AND ALLIED SCIENCES (REG/HAS/260) Kilosa District Council - Morogoro (Duration: - FBO year(s))",,unknown,1; - FBO,"Local Fee: TSH. 800,000/=",unknown,Morogoro Municipal Council - Morogoro,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 50
Ordinary Diploma in Social Work,ordinary diploma social work,ordinary diploma,business,"ST. JOSEPH'S COLLEGE, THE INSTITUTE OF BUSINESS AND MANAGEMENT - MOROGORO",REG/BMG/046,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects (Duration: 3 year(s); Capacity: 50; Fees: Local Fee: TSH. 2,800,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Social Work Community Health, Social Protection, Gender and Community Development OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Principal subjects (Duration: 2 year(s); Capacity: 50)",,yes,3; 2,"Local Fee: TSH. 2,800,000/=",unknown,Morogoro Municipal Council - Morogoro,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 50
Ordinary Diploma in Business Administration,ordinary diploma business administration,ordinary diploma,health,ST. MAXIMILLIANCOLBE HEALTH COLLEGE,REG/HAS/154,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with At Least four (4) Passes in non-religious Subjects Mathematics and English Language is an added advantage. (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 880,000/=)",Mathematics; English Language,yes,3,"Local Fee: TSH. 880,000/=",unknown,Tabora Municipal Council - Tabora,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Ordinary Diploma in Community Development,ordinary diploma community development,ordinary diploma,health,ST. MAXIMILLIANCOLBE HEALTH COLLEGE,REG/HAS/154,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects (Duration: 3 year(s); Capacity: 200; Fees: Local Fee: TSH. 880,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Community Development, Social Work, Community Health, Gender, Youth Work Social Protection OR Advanced Certificate of Secondary Education Examination (ACSEE) with one Principal pass and one Subsidiary in principal subjects (Duration: 2 year(s); Capacity: 200)",,yes,3; 2,"Local Fee: TSH. 880,000/=",unknown,Tabora Municipal Council - Tabora,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 200
Ordinary Diploma in Nursing and Midwifery,ordinary diploma nursing midwifery,ordinary diploma,health,ST. MAXIMILLIANCOLBE HEALTH COLLEGE,REG/HAS/154,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects including Chemistry, Biology and Physics/Engineering Sciences. A pass in Basic Mathematics and English Language is an added advantage. (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 1,100,000/=)",Basic Mathematics; Biology; Chemistry; Physics; Engineering Sciences; English Language,yes,3,"Local Fee: TSH. 1,100,000/=",unknown,Tabora Municipal Council - Tabora,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Ordinary Diploma in Pharmaceutical Sciences,ordinary diploma pharmaceutical sciences,ordinary diploma,health,ST. MAXIMILLIANCOLBE HEALTH COLLEGE,REG/HAS/154,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) (Duration: 3 year(s); Capacity: 200; Fees: Local Fee: TSH. 1,500,000/=) || with At Least four (4) Passes in non-religious Subjects including Chemistry and Biology. A Pass in Basic Mathematics and English Language Is An Added Advantage. (Fees: Foreigner Fee: USD 700/=)",Basic Mathematics; Biology; Chemistry; English Language,yes,3,"Local Fee: TSH. 1,500,000/= || Foreigner Fee: USD 700/=",unknown,Tabora Municipal Council - Tabora,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 200
