institution_name,normalized_institution_name,abbreviation_or_aliases,registration_number,regulator,accreditation_status,ownership_type,institution_type,region,district_or_council,campus_name,physical_location,mainland_or_zanzibar,website,admissions_url,application_url,phone_numbers,email,logo_url,logo_source_url,logo_status,official_source_url,source_type,confidence_level,last_verified_date,notes,needs_review,review_reasons
COLLEGE OF BUSINESS EDUCATION - MBEYA CAMPUS,business education mbeya campus,,REG/BTP/053,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mbeya,Mbeya City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
COLLEGE OF BUSINESS EDUCATION - MWANZA,business education mwanza,,REG/BMG/023,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mwanza,Ilemela Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
BWIMA INSTITUTE OF HEALTH AND ALLIED SCIENCES,bwima health allied sciences,,REG/HAS/151C,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Mwanza,Ilemela Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
CARDINAL RUGAMBWA MEMORIAL COLLEGE,cardinal rugambwa memorial,,REG/BTP/108,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Kagera,Bukoba Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
CATHOLIC UNIVERSITY OF HEALTH AND ALLIED SCIENCES (CUHAS),catholic health allied sciences cuhas,CUHAS,CU,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,University offering NTA programmes,Mwanza,Nyamagana Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
CATHOLIC UNIVERSITY COLLEGE OF MBEYA,catholic mbeya,,TCU/M.10/1.1,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,University offering NTA programmes,Mbeya,Mbeya City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
CHARLOTTE INSTITUTE OF HEALTH AND ALLIED SCIENCES - SIHA,charlotte health allied sciences siha,,REG/HAS/259,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Kilimanjaro,Siha District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
CHATO COLLEGE OF HEALTH SCIENCES AND TECHNOLOGY,chato health sciences technology,,REG/HAS/158,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Geita,Chato District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
CITY COLLEGE OF HEALTH AND ALLIED SCIENCES,city health allied sciences,,REG/HAS/139,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Dar es Salaam,Temeke Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
CITY COLLEGE OF HEALTH AND ALLIED SCIENCES - ARUSHA CAMPUS,city health allied sciences arusha campus,,REG/HAS/237,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Arusha,Arusha City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
"CITY COLLEGE OF HEALTH AND ALLIED SCIENCES, DODOMA CAMPUS",city health allied sciences dodoma campus,,REG/HAS/195,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Dodoma,Dodoma Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
CITY COLLEGE OF HEALTH AND ALLIED SCIENCES - MWANZA CAMPUS,city health allied sciences mwanza campus,,REG/HAS/232,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Mwanza,Magu District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
CITY COLLEGE OF HEALTH AND ALLIED SCIENCES - TEMEKE CAMPUS,city health allied sciences temeke campus,,REG/HAS/272,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Dar es Salaam,Temeke Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
CIVIL AVIATION TRAINING CENTRE,civil aviation training,,REG/EOS/006,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Dar es Salaam,Ilala Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
CLINICAL OFFICERS TRAINING CENTRE KIGOMA,clinical officers training kigoma,,REG/HAS/039,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Kigoma,Kigoma-Ujiji Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
CLINICAL OFFICERS TRAINING CENTRE MASWA,clinical officers training maswa,,REG/HAS/014,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Simiyu,Maswa District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
CLINICAL OFFICERS TRAINING CENTRE MUSOMA,clinical officers training musoma,,REG/HAS/033,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mara,Musoma District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
COMENIUS POLYTECHNIC INSTITUTE,comenius polytechnic,,REG/BTP/204,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Tabora,Tabora Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
COMMUNITY BASED CONSERVATION TRAINING CENTRE - LIKUYU SEKAMAGANGA,community based conservation training likuyu sekamaganga,,REG/SAT/046,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Ruvuma,Namtumbo District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
"COMMUNITY DEVELOPMENT TRAINING INSTITUTE - UYOLE, MBEYA",community development training uyole mbeya,,REG/PWF/027,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mbeya,Mbeya District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
INSTITUTE OF CONSTRUCTION TECHNOLOGY,construction technology,,REG/SAT/035,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Morogoro,Morogoro Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
INSTITUTE OF CONTINUING AND PROFESSIONAL STUDIES - ZANZIBAR,continuing professional studies zanzibar,,REG/BMG/034,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Zanzibar Urban/West,Magharibi District,,,Zanzibar,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
COVENANT INSTITUTE OF TANZANIA,covenant tanzania,,REG/BTP/135,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Dar es Salaam,Temeke Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
"DABAGA INSTITUTE OF AGRICULTURE - KILOLO, IRINGA",dabaga agriculture kilolo iringa,,REG/SAT/018,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Iringa,Kilolo District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
UNIVERSITY OF DAR ES SALAAM,dar es salaam,,UD,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,University offering NTA programmes,Dar es Salaam,Kinondoni Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
UNIVERSITY OF DAR ES SALAAM COMPUTING CENTRE - DAR ES SALAAM,dar es salaam computing dar es salaam,,REG/EOS/026,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Dar es Salaam,Kinondoni Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
UNIVERSITY OF DAR ES SALAAM COMPUTING CENTRE - DODOMA,dar es salaam computing dodoma,,REG/EOS/037,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Dodoma,Dodoma Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
UNIVERSITY OF DAR ES SALAAM COMPUTING CENTRE - MBEYA,dar es salaam computing mbeya,,REG/EOS/038P,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mbeya,Mbeya City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
DAR ES SALAAM UNIVERSITY COLLEGE OF EDUCATION (DUCE),dar es salaam education duce,DUCE,U/SAT/42,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,University offering NTA programmes,Dar es Salaam,Temeke Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
DAR ES SALAAM MARITIME INSTITUTE,dar es salaam maritime,,REG/EOS/002,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Dar es Salaam,Ilala Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
DAR ES SALAAM POLICE ACADEMY,dar es salaam police academy,,REG/PWF/032,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Dar es Salaam,Temeke Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
DAR ES SALAAM REGIONAL VOCATIONAL TRAINING AND SERVICES CENTRE,dar es salaam regional vocational training services,,REG/SAT/056,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Dar es Salaam,Temeke Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
DAR ES SALAAM SCHOOL OF JOURNALISM,dar es salaam school journalism,,REG/PWF/012,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Dar es Salaam,Ilala Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
DAR ES SALAAM INSTITUTE OF TECHNOLOGY,dar es salaam technology,,REG/EOS/001,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Dar es Salaam,Ilala Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
DAR ES SALAAM INSTITUTE OF TECHNOLOGY - MWANZA CAMPUS,dar es salaam technology mwanza campus,,REG/SAT/013,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mwanza,Ilemela Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
DAR ES SALAAM INSTITUTE OF TECHNOLOGY - MYUNGA CAMPUS,dar es salaam technology myunga campus,,REG/SAT/054,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mbeya,Momba District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
DAREDA SCHOOL OF NURSING,dareda school nursing,,REG/HAS/010,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Manyara,Babati District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
