programme_name,normalized_programme_name,programme_code,award_level,qualification_level,pathway_type,field_category,course_family,institution_name,normalized_institution_name,campus_name,regulator,institution_type,ownership_type,region,district_or_council,duration,study_mode,admission_capacity,fees_if_available,fee_band,application_method,official_source_url,source_type,confidence_level,last_verified_date,notes,needs_review,review_reasons
Bachelor Degree in Customs and Tax Management,bachelor degree in customs and tax management,IT001,Bachelor Degree,Bachelor Degree,degree,"Business, Finance & Management",Accounting & Finance,Institute of Tax Administration (ITA),tax administration ita,,TCU,Higher Education Institution,,Dar es Salaam,,3,,150,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission_capacity differs across official source rows
Bachelor Degree in Accounting and Finance,bachelor degree in accounting and finance,CD006,Bachelor Degree,Bachelor Degree,degree,"Business, Finance & Management",Accounting & Finance,Tengeru Institute of Community Development (TICD),tengeru community development ticd,,TCU,Higher Education Institution,,Arusha,,3,,120,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Ordinary Diploma / equivalent qualification route.,no,
Bachelor Degree in Community Development,bachelor degree in community development,CD001,Bachelor Degree,Bachelor Degree,degree,"Planning, Built Environment & Land",Social Work & Community Development,Tengeru Institute of Community Development (TICD),tengeru community development ticd,,TCU,Higher Education Institution,,Arusha,,3,,150,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission_capacity differs across official source rows
Bachelor Degree in Human Resource Management,bachelor degree in human resource management,CD005,Bachelor Degree,Bachelor Degree,degree,"Business, Finance & Management",Business & Management,Tengeru Institute of Community Development (TICD),tengeru community development ticd,,TCU,Higher Education Institution,,Arusha,,,,,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,medium,2026-04-26,TCU Ordinary Diploma / equivalent qualification route.,yes,capacity/duration not confidently parsed
Bachelor Degree in Local Government Administration and Management,bachelor degree in local government administration and management,CD007,Bachelor Degree,Bachelor Degree,degree,"Business, Finance & Management",Business & Management,Tengeru Institute of Community Development (TICD),tengeru community development ticd,,TCU,Higher Education Institution,,Arusha,,,,,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,medium,2026-04-26,TCU Ordinary Diploma / equivalent qualification route.,yes,capacity/duration not confidently parsed
Bachelor Degree in Project Management for Community Development.,bachelor degree in project management for community development,CD003,Bachelor Degree,Bachelor Degree,degree,"Business, Finance & Management",Business & Management,Tengeru Institute of Community Development (TICD),tengeru community development ticd,,TCU,Higher Education Institution,,Arusha,,3,,150,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission_capacity differs across official source rows
Bachelor Degree in Social Work,bachelor degree in social work,CD004,Bachelor Degree,Bachelor Degree,degree,Social Sciences & Community Development,Social Work & Community Development,Tengeru Institute of Community Development (TICD),tengeru community development ticd,,TCU,Higher Education Institution,,Arusha,,,,,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,medium,2026-04-26,TCU Ordinary Diploma / equivalent qualification route.,yes,capacity/duration not confidently parsed
Bachelor of Gender and Community Development,bachelor of gender and community development,CD002,Bachelor Degree,Bachelor Degree,degree,"Planning, Built Environment & Land",Social Work & Community Development,Tengeru Institute of Community Development (TICD),tengeru community development ticd,,TCU,Higher Education Institution,,Arusha,,3,,150,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,no,capacity/duration not confidently parsed
Bachelor of Arts in Community Developme nt,bachelor of arts in community developme nt,TK020,Bachelor Degree,Bachelor Degree,degree,"Arts, Media & Communication",Social Work & Community Development,Teofilo Kisanji University (TEKU),teofilo kisanji teku,,TCU,Higher Education Institution,,Mbeya,,3,,20,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Ordinary Diploma / equivalent qualification route.,no,
Bachelor of Arts in Economics,bachelor of arts in economics,TK018,Bachelor Degree,Bachelor Degree,degree,"Business, Finance & Management",Arts & Communication,Teofilo Kisanji University (TEKU),teofilo kisanji teku,,TCU,Higher Education Institution,,Mbeya,,,,,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,medium,2026-04-26,TCU Ordinary Diploma / equivalent qualification route.,yes,capacity/duration not confidently parsed
Bachelor of Arts in Social Work,bachelor of arts in social work,TK007,Bachelor Degree,Bachelor Degree,degree,"Arts, Media & Communication",Social Work & Community Development,Teofilo Kisanji University (TEKU),teofilo kisanji teku,,TCU,Higher Education Institution,,Mbeya,,3,,150,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,no,capacity/duration not confidently parsed
Bachelor of Arts in Sociology,bachelor of arts in sociology,TK021,Bachelor Degree,Bachelor Degree,degree,"Arts, Media & Communication",Arts & Communication,Teofilo Kisanji University (TEKU),teofilo kisanji teku,,TCU,Higher Education Institution,,Mbeya,,3,,20,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Ordinary Diploma / equivalent qualification route.,no,
Bachelor of Arts with Education,bachelor of arts with education,TK002,Bachelor Degree,Bachelor Degree,degree,Education,Education,Teofilo Kisanji University (TEKU),teofilo kisanji teku,,TCU,Higher Education Institution,,Mbeya,,3,,700,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.,no,
Bachelor of Divinity,bachelor of divinity,TK010,Bachelor Degree,Bachelor Degree,degree,Other / Needs Classification,Other,Teofilo Kisanji University (TEKU),teofilo kisanji teku,,TCU,Higher Education Institution,,Mbeya,,3,,35,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.,no,
Bachelor of Science in Computer Science,bachelor of science in computer science,TK017,Bachelor Degree,Bachelor Degree,degree,ICT & Computing,ICT,Teofilo Kisanji University (TEKU),teofilo kisanji teku,,TCU,Higher Education Institution,,Mbeya,,,,,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,medium,2026-04-26,TCU Ordinary Diploma / equivalent qualification route.,yes,capacity/duration not confidently parsed
Bachelor of Science in Environme ntal Science.,bachelor of science in environme ntal science,TK015,Bachelor Degree,Bachelor Degree,degree,Science,Other,Teofilo Kisanji University (TEKU),teofilo kisanji teku,,TCU,Higher Education Institution,,Mbeya,,3,,160,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,no,capacity/duration not confidently parsed
Bachelor of Science with Education,bachelor of science with education,TK016,Bachelor Degree,Bachelor Degree,degree,Education,Education,Teofilo Kisanji University (TEKU),teofilo kisanji teku,,TCU,Higher Education Institution,,Mbeya,,3,,340,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,no,capacity/duration not confidently parsed
Bachelor of Arts in Music,bachelor of arts in music,MK003,Bachelor Degree,Bachelor Degree,degree,"Arts, Media & Communication",Arts & Communication,Tumaini University Makumira (TUMA),tumaini makumira tuma,,TCU,Higher Education Institution,,Arusha,,3,,20,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,medium,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission points/capacity/duration not confidently parsed
Bachelor of Arts with Education,bachelor of arts with education,MK001,Bachelor Degree,Bachelor Degree,degree,Education,Education,Tumaini University Makumira (TUMA),tumaini makumira tuma,,TCU,Higher Education Institution,,Arusha,,3,,600,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission_capacity differs across official source rows
Bachelor of Divinity,bachelor of divinity,MK005,Bachelor Degree,Bachelor Degree,degree,Other / Needs Classification,Other,Tumaini University Makumira (TUMA),tumaini makumira tuma,,TCU,Higher Education Institution,,Arusha,,,,,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,medium,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission points/capacity/duration not confidently parsed
Bachelor of Education in Early Childhood Education,bachelor of education in early childhood education,MK012,Bachelor Degree,Bachelor Degree,degree,Education,Education,Tumaini University Makumira (TUMA),tumaini makumira tuma,,TCU,Higher Education Institution,,Arusha,,3,,80,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission_capacity differs across official source rows
Bachelor of Laws,bachelor of laws,MK002,Bachelor Degree,Bachelor Degree,degree,Law & Public Administration,Law,Tumaini University Makumira (TUMA),tumaini makumira tuma,,TCU,Higher Education Institution,,Arusha,,3,,400,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission_capacity differs across official source rows
Bachelor of Science with Education,bachelor of science with education,MK014,Bachelor Degree,Bachelor Degree,degree,Education,Education,Tumaini University Makumira (TUMA),tumaini makumira tuma,,TCU,Higher Education Institution,,Arusha,,3,,100,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission_capacity differs across official source rows
Bachelor Degree in Hardware and Networking Technology.,bachelor degree in hardware and networking technology,UAD02,Bachelor Degree,Bachelor Degree,degree,ICT & Computing,ICT,Unique Academy Dar es Salaam (UAD),unique academy dar es salaam uad,,TCU,Higher Education Institution,,Dar es Salaam,,3,,70,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,medium,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission points/capacity/duration not confidently parsed
Bachelor Degree in Information Security,bachelor degree in information security,UAD03,Bachelor Degree,Bachelor Degree,degree,Other / Needs Classification,Other,Unique Academy Dar es Salaam (UAD),unique academy dar es salaam uad,,TCU,Higher Education Institution,,Dar es Salaam,,3,,80,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission_capacity differs across official source rows
Bachelor Degree in Information Technology,bachelor degree in information technology,UAD01,Bachelor Degree,Bachelor Degree,degree,ICT & Computing,ICT,Unique Academy Dar es Salaam (UAD),unique academy dar es salaam uad,,TCU,Higher Education Institution,,Dar es Salaam,,3,,50,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission_capacity differs across official source rows
Bachelor of Business Administration,bachelor of business administration,UN002,Bachelor Degree,Bachelor Degree,degree,"Business, Finance & Management",Business & Management,United African University of Tanzania (UAUT),united african tanzania uaut,,TCU,Higher Education Institution,,Dar es Salaam,,3,,70,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,no,capacity/duration not confidently parsed
Bachelor of Science in Business Information Technology,bachelor of science in business information technology,UN003,Bachelor Degree,Bachelor Degree,degree,ICT & Computing,Business & Management,United African University of Tanzania (UAUT),united african tanzania uaut,,TCU,Higher Education Institution,,Dar es Salaam,,3,,70,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission_capacity differs across official source rows
Bachelor of Science in Computer Engineering and Information Technology,bachelor of science in computer engineering and information technology,UN001,Bachelor Degree,Bachelor Degree,degree,Engineering & Technology,ICT,United African University of Tanzania (UAUT),united african tanzania uaut,,TCU,Higher Education Institution,,Dar es Salaam,,4,,50,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,no,
Bachelor Degree in Community Development for water supply and sanitation,bachelor degree in community development for water supply and sanitation,WD005,Bachelor Degree,Bachelor Degree,degree,Engineering & Technology,Business & Management,Water Institute (WI),water wi,,TCU,Higher Education Institution,,Dar es Salaam,,3,,60,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,medium,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission points/capacity/duration not confidently parsed
Bachelor Degree in Engineering Hydrology,bachelor degree in engineering hydrology,WD003,Bachelor Degree,Bachelor Degree,degree,Engineering & Technology,Other,Water Institute (WI),water wi,,TCU,Higher Education Institution,,Dar es Salaam,,4,,40,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,duration differs across official source rows; admission_capacity differs across official source rows
Bachelor Degree in Hydrogeology and Drilling,bachelor degree in hydrogeology and drilling,WD002,Bachelor Degree,Bachelor Degree,degree,Other / Needs Classification,Other,Water Institute (WI),water wi,,TCU,Higher Education Institution,,Dar es Salaam,,3,,60,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,medium,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission points/capacity/duration not confidently parsed
Bachelor Degree in sanitation engineering,bachelor degree in sanitation engineering,WD004,Bachelor Degree,Bachelor Degree,degree,Engineering & Technology,Other,Water Institute (WI),water wi,,TCU,Higher Education Institution,,Dar es Salaam,,4,,40,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,duration differs across official source rows; admission_capacity differs across official source rows
Bachelor Degree in Water Resources and Irrigation Engineering,bachelor degree in water resources and irrigation engineering,WD001,Bachelor Degree,Bachelor Degree,degree,Engineering & Technology,Other,Water Institute (WI),water wi,,TCU,Higher Education Institution,,Dar es Salaam,,4,,135,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,duration differs across official source rows; admission_capacity differs across official source rows
